possibly_sensitive,source,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,conversation_id,created_at,text,geo/place_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,reply_settings,lang,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,id,attachments/media_keys/0,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,referenced_tweets/0/type,referenced_tweets/0/id,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,context_annotations/1/entity/description,context_annotations/2/entity/description,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description,attachments/media_keys/1,attachments/media_keys/2,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text
False,Twitter for Android,199,222,https://t.co/NXNhWci98n,https://twitter.com/maruscabondini/status/1379851447551066114/photo/1,pic.twitter.com/NXNhWci98n,33,37,0.3852,Person,Covid,116,124,0.5347,Other,Alzheimer,,,,,,1379851447551066114,2021-04-07T17:39:56+00:00,"Ahora me entero de la muerte por Covid-19 de está linda mujer que se dedicó con fervor a ayudar a los pacientes con Alzheimer..
 Lo siento mucho. ☹️ Mis condolencias a su familia y a la fundación. 😷 https://t.co/NXNhWci98n",01a74227630d48a8,2,1,2,False,263692145,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1379851447551066114,31379851437686013963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,280,303,https://t.co/bCdzSaEeGx,https://twitter.com/ojovigilante193/status/1379765981581619204/photo/1,pic.twitter.com/bCdzSaEeGx,,,,,,,,,,,,,,,,1379765981581619204,2021-04-07T12:00:19+00:00,"@NicolasMaduro @drodriven2 @dcabellor @JRodriguezPSUV_  ¿SOMOS MAS BUENOS? ¿MAS HUMANOS? ¿POR NO APLICAR SANCIONES, A PERSONAS qLLEVAN LA MUERTE A SU PASO, POR NO RESPETAR LasMEDIDAS CONTRA EL COVID-19? COMPAREN LAS SIFRAS dLosDÍAS dCUARENTENA CON LAS dNO. ¿QUIEN ES EL CRIMINAL? https://t.co/bCdzSaEeGx",0137799d4f960b21,1,0,0,False,235712120,everyone,es,10,Person,Named people in the world like Nelson Mandela,1138104384351399937,Diosdado Cabello R,,35,Politician,"Politicians in the world, like Joe Biden",1138104384351399937,Diosdado Cabello R,1379765981581619204,31379765925117841412,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,0,14,NicolasMaduro,1252764865,,,,,,,,,,,,15,26,drodriven2,27,37,dcabellor,38,54,JRodriguezPSUV_,280,303,https://t.co/bCdzSaEeGx,https://twitter.com/ojovigilante193/status/1379765981581619204/photo/1,pic.twitter.com/bCdzSaEeGx,280,303,https://t.co/bCdzSaEeGx,https://twitter.com/ojovigilante193/status/1379765981581619204/photo/1,pic.twitter.com/bCdzSaEeGx,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,31379765941093945346,31379765971532050434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1379591920322756609,2021-04-07T00:28:40+00:00,"Que las estadísticas oficiales acerca del covid-19 son falsas lo demuestra el hecho de que a cada rato nos enteramos de la muerte de algún famoso, o que alguien (que conoces o no) lamenta por redes haber perdido un ser querido.",011b0c535eef38ac,1,1,6,False,67426947,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1379591920322756609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,280,303,https://t.co/R0SZhGyn4q,https://twitter.com/juanjo64/status/1379585820840054787/photo/1,pic.twitter.com/R0SZhGyn4q,181,189,0.8092,Place,Venezuela,198,216,0.9009,Person,Arturo Guido Zavala,,,,,,1379585820840054787,2021-04-07T00:04:25+00:00,"Para quienes siguen pensado que la covid-19 es mentira, con mucho dolor me llega la noticia de la muerte del Respetable Gran Maestro de la Gran Logia de la República Bolivariana de Venezuela Uribes Arturo Guido Zavala, ser humano ejemplar, ciudadano honorable y querido por todos https://t.co/R0SZhGyn4q",005565431762c415,0,0,0,False,115431169,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1379585820840054787,31379585815563677703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for iPhone,277,300,https://t.co/JisXgd34F8,https://twitter.com/LuisPalaciosHe/status/1379571641194328065/photo/1,pic.twitter.com/JisXgd34F8,57,61,0.4801,Organization,COVID,68,73,0.941,Person,Maduro,,,,,,1379571641194328065,2021-04-06T23:08:05+00:00,"Los hospitales venezolanos están colapsados por casos de COVID-19 y Maduro sigue politizando la salud de la población, vacunando solo a los que son sus aliados, dejando a la población vulnerable y al personal de salud condenados a muerte, por ello #VzlaExigeVacunas

@confevme https://t.co/JisXgd34F8",01c93e351e3122fb,13,0,11,False,342954700,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1379571641194328065,31379571635095736321,,,,,,,,,,,,,267,276,confevme,,248,265,VzlaExigeVacunas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1379382508270329858,2021-04-06T15:47:07+00:00,"@polemicas1 @MFkandanga Si la Covid-19 no lo mató ( dudo que haya estado infectado), Que ruegue que sus socios Colombiano no sigan con la temeridad de invadir, porque ahí si que no te  Salva nadie @jguaido, considerate muerto .!!",0198c6f108778b40,1,0,2,False,1176211439318708226,everyone,es,10,Person,Named people in the world like Nelson Mandela,1085232510924029952,Juan Guaido,Juan Guaido,35,Politician,"Politicians in the world, like Joe Biden",1085232510924029952,Juan Guaido,1379460669733502985,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,replied_to,1379382508270329858,0,11,polemicas1,127939234,,,,Juan Guaido,,,,,,,,12,23,MFkandanga,197,205,jguaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1379277051815993344,2021-04-06T14:29:52+00:00,"@carlosvecchio Muy cierto. Estamos sometidos a una muerte lenta, porque si no es de Covid-19, nos matará el hambre. Ustedes verán morir a una Venezolana en la distancia.",011b0c535eef38ac,1,0,2,False,258634646,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1379441227444150276,,,,,,,,,,,,replied_to,1379277051815993344,0,14,carlosvecchio,65728343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for iPhone,,,,,,82,89,0.8742,Place,Valencia,149,162,0.9874,Person,Argenis Ecarri,183,187,0.3602,Person,Covid,1379395805665198081,2021-04-06T11:29:22+00:00,"Se nos va un guerrero,un gran ciudadano,un luchador de coraje soluciones su amada Valencia. Dos meses después de la muerte de su padre el ex alcalde Argenis Ecarri, muere también por Covid 19 su hijo Goto Ecarri,que gran dolor! #VacunasParaVenezuelaYA",015d19216c749864,30,1,43,True,889212697484677120,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1379395805665198081,,200,210,0.974,Person,Goto Ecarri,,,,,,,,,,,,228,251,VacunasParaVenezuelaYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,253,262,0.5725,Person,Joooodaaaa,,,,,,,,,,,1379369434750590977,2021-04-06T09:44:35+00:00,"Dios mio, sera asi que hay que hablarle a la gnete, el COVID 19 no es un juego:

No es Ignorancia es FALTA DE CONCIENCIA CIVICA... el que no quiera parar bolas, compre un saco de cal una bolsa plástica de 250 Lts y salga a retar a la muerte..... Nooooo Joooodaaaa..!!!",01be351754bcbe13,1,0,2,False,138914623,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1379369434750590977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,168,191,https://t.co/aguS64qElu,https://maduradas.com/lamentable-una-gran-perdida-redes-lamentan-la-muerte-covid-19-freddy-ceballos-presidente-la-federacion-farmaceutica-venezolana/,maduradas.com/lamentable-una…,80,94,0.9848,Person,Freddy Ceballos,114,147,0.9,Organization,Federación Farmacéutica Venezolana,,,,,,1379190218591502339,2021-04-05T21:52:26+00:00,"¡LAMENTABLE! «Es una gran pérdida»: en redes lamentan la muerte por covid-19 de Freddy Ceballos, presidente de la Federación Farmacéutica Venezolana via @maduradascom  https://t.co/aguS64qElu",01c93e351e3122fb,0,0,0,False,47248123,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1379190218591502339,,,,,,,,,,,,,,153,166,maduradascom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,250,273,https://t.co/7wdMZY2E3j,https://twitter.com/casa_alfarerove/status/1379097212173582341/photo/1,pic.twitter.com/7wdMZY2E3j,36,48,0.5256,Product,Facebook live,160,163,0.9422,Other,Dios,,,,,,1379097212173582341,2021-04-05T15:42:52+00:00,"Esta tarde a partir de las 6:30 por Facebook live #Vzla_oremos por los contagiados de de Covid-19 conectate 📖esto no es para muerte, sino  para que el hijo de Dios sea glorificado en cada uno📖 #CasadelAlfarerove #ServiciodeOracion #Vamosaorar #Unete https://t.co/7wdMZY2E3j",0137799d4f960b21,1,0,1,False,1357413128527609856,everyone,es,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,47,Brand,Brands and Companies,10029202045,Facebook,1379097212173582341,31379097210223230983,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,50,62,Vzla_oremos,,,193,211,CasadelAlfarerove,212,230,ServiciodeOracion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,242,Vamosaorar,243,249,Unete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for iPhone,222,245,https://t.co/KXX1s4ueRX,https://twitter.com/DiarioLaCalle/status/1377665659778260999/photo/1,pic.twitter.com/KXX1s4ueRX,30,56,0.5723,Person,Johnny López DE CORONAVIRUS,119,130,0.9598,Person,Johnny López,167,174,0.9512,Place,Carabobo,1377665659778260999,2021-04-01T16:54:23+00:00,"FALLECIÓ EL MÉDICO CARABOBEÑO Johnny López DE CORONAVIRUS. La madrugada de este jueves se conoció la muerte del doctor Johnny López, reconocido médico traumatólogo de Carabobo, quien padecía de sintomatología de COVID-19. https://t.co/KXX1s4ueRX",012af435641420c7,2,0,1,False,100333184,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1377665659778260999,31377665640035680256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,47,51,0.2959,Place,Covid,,,,,,,,,,,1377646209138065410,2021-04-01T15:37:06+00:00,"Dolor y luto de los guayaneses, por muerte por Covid-19 de familiares y amigos es intenso y se acrecienta el dolor, por la hiperinflacion que causa hambre y por falta de servicios públicos sanitarios eficientes  e incertidumbre de un plan viable de vacunación.",00e2690e427c911f,3,0,2,False,732690321973358593,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1377646209138065410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,283,306,https://t.co/bW6P4q2sbi,https://twitter.com/LuigiPulciniL/status/1376918860964667392/photo/1,pic.twitter.com/bW6P4q2sbi,0,5,0.9885,Person,Maduro,102,104,0.9146,Organization,ONU,128,144,0.4763,Person,Johnson & Johnson,1376918860964667392,2021-03-30T15:26:53+00:00,"Maduro sigue en su juego macabro de muerte, ahora se dice de manera extra oficial que solicitará a la ONU la vacuna Covid-19 de Johnson &amp; Johnson que puede no estar disponible hasta julio.

Maduro compra tiempo para esperar que mueran más venezolanos y para mantener cuarentena. https://t.co/bW6P4q2sbi",01a74227630d48a8,1,0,1,False,198662162,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,45,Brand Vertical,Top level entities that describe a Brands industry,781974596740190208,CPG,1376918860964667392,31376918858032812034,190,195,0.9235,Person,Maduro,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752773120,Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974597222604800,Beauty/Hygiene,,47,Brand,Brands and Companies,10024011911,Johnson & Johnson,,,,,,,,,,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",850395585941086209,Beauty,Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,279,302,https://t.co/eFgMjqBiOa,https://twitter.com/simerierabravo/status/1376720179703468036/photo/1,pic.twitter.com/eFgMjqBiOa,,,,,,,,,,,,,,,,1376720179703468036,2021-03-30T02:17:23+00:00,"Quiero enviar mi mensaje de apoyo y solidaridad a quienes han tenido que lidiar con el Covid-19, a quienes han vivido momentos de gran angustia, y a quienes han tenido que resignarse a la muerte.

No ha sido nada fácil.
Mi compromiso y fuerza va hacia ustedes.

¡Cuidémonos!
💜🇻🇪 https://t.co/eFgMjqBiOa",00ec4c32070f5076,0,0,3,True,746554396343996416,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1376720179703468036,31376720177853833218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1376675655484641286,2021-03-29T23:30:52+00:00,✔️ El balance beneficio - riesgo de la vacuna en cuanto a la prevención de hospitalización y muerte a causa de la covid-19 continúa superando el riesgo de posibles reacciones adversas.,004ea55b013fa89f,1,1,3,False,81227712,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1376678275326574597,,,,,,,,,,,,replied_to,1376677791480041473,,,,81227712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1376523091619233795,2021-03-29T13:14:39+00:00,"Cuando los medios de comunicación difunden la muerte de personas de influencia por el COVID-19, nos sensibilizamos  ¿Pero y los otros muertos qué? Millones de personas han sido víctimas de esté terrible virus, personas que son padres, hijos, abuelos, hermanos.",0198c6f108778b40,0,1,0,False,1293342328858587136,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1376523198116855816,,,,,,,,,,,,replied_to,1376523091619233795,,,,1293342328858587136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,13,24,0.9752,Person,Dave Capella,,,,,,,,,,,1376281624049025025,2021-03-28T21:14:43+00:00,La muerte de Dave Capella me afectó mucho aunque no lo conociera y hace eco de que los jóvenes también están perdiendo la batalla... Me parece sorprendente la cantidad de gente que todavía piensa que el Covid-19 no existe. Señores el virus es una realidad y está entre nosotros.,01c93e351e3122fb,0,0,1,False,2531359638,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1376281624049025025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for iPhone,,,,,,13,24,0.958,Person,Dave Capella,38,42,0.4667,Organization,Covid,,,,,,1376224881155661824,2021-03-28T17:29:15+00:00,La muerte de Dave Capella a causa del Covid-19 a retumbado en las redes. QEDP,00c357790d337a52,0,0,0,False,22528403,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1376224881155661824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,186,189,0.9741,Place,Vzla,,,,,,,,,,,1376195223651500035,2021-03-28T15:31:24+00:00,"Covid-19 es enfermedad infectocontagiosa u potencialmente letal para contagiados, pero si afecta a personas de 3a edad, conlleva una muerte segura,  por eso nadie entiende, cómo es q en Vzla, ni siquiera existan planes, para vacunar a los adultosc mayores.",01a74227630d48a8,5,0,6,True,732690321973358593,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1376195223651500035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,1376178310229729285,2021-03-28T14:24:11+00:00,"Un agudo dolor, Muerte del joven animador Capella. Sentido pésame a familiares y amigos.  COVID 19, hasta cuando¿¿",018e4aba7010ecbe,0,0,0,False,809097122519846913,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1376178310229729285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,53,76,https://t.co/XBEdNjOCD6,https://twitter.com/KarenRodriguezR/status/1376138974868176897/video/1,pic.twitter.com/XBEdNjOCD6,,,,,,,,,,,,,,,,1376138974868176897,2021-03-28T11:47:53+00:00,"Crónica de una muerte anunciada.. #Covid_19 
Video 1 https://t.co/XBEdNjOCD6",00ec4c32070f5076,0,1,0,False,112582472,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1376138974868176897,71376138307487346690,,,,,,,,,,,,,,,,,34,43,Covid_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,132,138,0.9962,Place,Caracas,,,,,,,,,,,1375596524537790467,2021-03-26T23:52:23+00:00,"Tercera vez en 6 semanas que me entero de la muerte del padre y de la madre de amigos, con 5-6 días de diferencia, por #COVID_19 en Caracas",00ec4c32070f5076,14,4,20,True,106199539,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1375596524537790467,,,,,,,,,,,,,,,,,,119,128,COVID_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,278,301,https://t.co/e8VTfaaBjo,https://twitter.com/LHVIVAS/status/1375471213355667459/photo/1,pic.twitter.com/e8VTfaaBjo,,,,,,,,,,,,,,,,1375471213355667459,2021-03-26T15:34:26+00:00,"❗0h JESÚS ❗ VIERNES inicio del CONCILIO d Nuestra Señora d Dolores afligida X tu Sentencia d muerte, propicia sea hora p/q
TODO VZLNO/🇻🇪 d FE te acompañe con dolor en tu SACRIFICIO ✝️ SUPLICANDOTE NOS AYUDE A SALÍR  del COVID-19 y la  PENURIA impuesta X ATEOS COMUNISTAS 🚩 AMÉN https://t.co/e8VTfaaBjo",01c93e351e3122fb,2,0,3,False,111496564,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1375471213355667459,31375471208909713416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,,,,,,171,179,0.9814,Place,Australia,,,,,,,,,,,1375237272346501123,2021-03-26T00:04:51+00:00,"*IVERMECTINA* 
""*PERDIERON LA GUERRA LOS FABRICANTES DE LA MUERTE, POR ESO  ESTÁN DESESPERADOS POR VACUNAR AL MUNDO..!!! AQUÍ TIENEN EL ARMA QUE DESTROZA ESTE VIRUS..*
En Australia todo el País toma, *IVERMECTINA*, simple antiparasitario y todos se hicieron INMUNES AL COVID 19",00ec4c32070f5076,1,3,0,False,1346516911815864327,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1375237272346501123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Twitter for Android,272,295,https://t.co/G57mOUc1Fs,https://twitter.com/rayma_lopez/status/1375109784068820995/photo/1,pic.twitter.com/G57mOUc1Fs,,,,,,,,,,,,,,,,1375109784068820995,2021-03-25T15:38:15+00:00,"A CUIDARSE A CUIDAR LA VIDA. UN DESCUIDO PUEDE SIGNIFICAR LA MUERTE EN ESTA RULETA RUSA

#24Marzo
La UE
El Jueves
#TumbarLaCorona
AstraZeneca
""Día Internacional de la Vida""
#LaCovidNoEsCoba
#PrevenirEsVencer 
Denunciado 
OXÍGENO concentrador de oxígeno
#Covid_19 #COVID19 https://t.co/G57mOUc1Fs",015cbec154ca1c9c,9,0,0,False,715415138,everyone,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,1375109784068820995,31375109778742124546,,,,,,,,,,,,,,,,,89,97,24Marzo,,,114,129,TumbarLaCorona,173,189,LaCovidNoEsCoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,207,PrevenirEsVencer,253,262,Covid_19,,,,,,,263,271,COVID19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
