possibly_sensitive,id,reply_settings,source,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,created_at,lang,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,author_id,text,geo/place_id,referenced_tweets/0/type,referenced_tweets/0/id,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,context_annotations/0/entity/description,context_annotations/1/entity/description,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,attachments/media_keys/0,attachments/media_keys/1,attachments/media_keys/2,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/mentions/17/start,entities/mentions/17/end,entities/mentions/17/username,entities/mentions/18/start,entities/mentions/18/end,entities/mentions/18/username,entities/mentions/19/start,entities/mentions/19/end,entities/mentions/19/username,entities/mentions/20/start,entities/mentions/20/end,entities/mentions/20/username,entities/mentions/21/start,entities/mentions/21/end,entities/mentions/21/username,entities/mentions/22/start,entities/mentions/22/end,entities/mentions/22/username,entities/mentions/23/start,entities/mentions/23/end,entities/mentions/23/username,entities/mentions/24/start,entities/mentions/24/end,entities/mentions/24/username,entities/mentions/25/start,entities/mentions/25/end,entities/mentions/25/username,entities/mentions/26/start,entities/mentions/26/end,entities/mentions/26/username,entities/mentions/27/start,entities/mentions/27/end,entities/mentions/27/username,entities/mentions/28/start,entities/mentions/28/end,entities/mentions/28/username,entities/mentions/29/start,entities/mentions/29/end,entities/mentions/29/username,entities/mentions/30/start,entities/mentions/30/end,entities/mentions/30/username,entities/mentions/31/start,entities/mentions/31/end,entities/mentions/31/username,entities/mentions/32/start,entities/mentions/32/end,entities/mentions/32/username,entities/mentions/33/start,entities/mentions/33/end,entities/mentions/33/username,entities/mentions/34/start,entities/mentions/34/end,entities/mentions/34/username,entities/mentions/35/start,entities/mentions/35/end,entities/mentions/35/username,entities/mentions/36/start,entities/mentions/36/end,entities/mentions/36/username,entities/mentions/37/start,entities/mentions/37/end,entities/mentions/37/username,entities/mentions/38/start,entities/mentions/38/end,entities/mentions/38/username,entities/mentions/39/start,entities/mentions/39/end,entities/mentions/39/username,entities/mentions/40/start,entities/mentions/40/end,entities/mentions/40/username,entities/mentions/41/start,entities/mentions/41/end,entities/mentions/41/username,entities/mentions/42/start,entities/mentions/42/end,entities/mentions/42/username,entities/mentions/43/start,entities/mentions/43/end,entities/mentions/43/username,entities/mentions/44/start,entities/mentions/44/end,entities/mentions/44/username,entities/mentions/45/start,entities/mentions/45/end,entities/mentions/45/username,referenced_tweets/1/type,referenced_tweets/1/id,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,entities/annotations/6/start,entities/annotations/6/end,entities/annotations/6/probability,entities/annotations/6/type,entities/annotations/6/normalized_text,entities/urls/0/status,entities/urls/0/title,entities/urls/0/unwound_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/3,context_annotations/4/entity/description,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description
False,1261374980786253824,everyone,Twitter for Android,31,36,0.9814,Person,Guaidó,,,,,,2020-05-15T19:16:45+00:00,es,0,0,1,0,1261363685894823940,2358203430,"@LuzMelyReyes Nunca estuvo con Guaidó, sino al ladito buscando el oxígeno que les quitó el grupo preponderante,  esperando el momento en que éste bajara en seguidores para renacer.  Igual estrategia de algunos periodistas e intelectuales chavistaoriginarios.
Llegó el momento?",012af435641420c7,replied_to,1261363685894823940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,LuzMelyReyes,17651392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1261343337480466433,everyone,Twitter for iPhone,,,,,,,,,,,2020-05-15T17:11:00+00:00,es,0,0,1,0,1261307774702702594,184146897,@_Trukers_ @SEstrambotico Es la mayoría que duermen caminan cuadras con el tapabocas y el oxígeno que exhalar se lo vuelven a tragar ese CO2⃣tóxico provoca hiperventilación e impide la oxigenación pulmonar y exceso de dióxido d carbono en el torrente sanguíneo ☝🏼más del 8️⃣0️⃣por ciento NOsabe lo que pasa,01be351754bcbe13,replied_to,1261311966360059910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,_Trukers_,389839327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1261331894597234698,everyone,Twitter for Android,,,,,,,,,,,2020-05-15T16:25:32+00:00,es,0,0,0,0,1261300377380704257,810135654113939456,@NicmerEvans Para darle oxígeno a nico,018deff91b0b23b7,replied_to,1261300377380704257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,NicmerEvans,108604055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1261116679012200448,everyone,Twitter for Android,,,,,,,,,,,2020-05-15T02:10:21+00:00,es,0,0,0,0,1261107641188855808,2852494875,"@jguaido Veo en la gente, que quiere responsabilidad, quiere participar activamente en ese pacto de unidad nacional, pero quieren nuevos actores en los estados y nacional. Hay equipo de sobras, están como potros certeros, muchos presidente.Con usted por su puesto.Generaría mucho oxigeno.",015d19216c749864,replied_to,1261107641188855808,10,Person,Named people in the world like Nelson Mandela,1085232510924029952,Juan Guaido,35,Politician,"Politicians in the world, like Joe Biden",1085232510924029952,Juan Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,jguaido,39176902,Juan Guaido,Juan Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1260973081528582148,everyone,Twitter for Android,,,,,,,,,,,2020-05-14T16:39:45+00:00,es,0,0,0,0,1260523519575822336,104319071,@frrodriguezc @NicolasMaduro Y seguimos dando oxigeno a estos delincuente UD amigo no párese una persona muy sensata.,01c93e351e3122fb,replied_to,1260523519575822336,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,frrodriguezc,326213317,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,14,28,NicolasMaduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1260559877417689088,everyone,Twitter for Android,116,121,0.9654,Person,Maduro,,,,,,2020-05-13T13:17:49+00:00,es,0,0,0,0,1260348842488279043,177755161,"@escovargabriela El Covid-19,que ataca las vías respiratorias,excepcionalmente le ha brindado oxígeno al régimen de Maduro.",0058b0cb7e695890,replied_to,1260348842488279043,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,escovargabriela,868107541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1260309167010729987,everyone,Twitter for Android,113,118,0.9864,Person,Maduro,,,,,,2020-05-12T20:41:35+00:00,es,0,0,0,0,1259987702705000449,399203739,"@AsambleaVE @JuanPGuanipa Pero como ustedes no son unidos una mierda y le dan oxígeno al régimen, seguiremos con Maduro hasta el 2000 siempre.",002e2add0d1ff144,replied_to,1259987702705000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,AsambleaVE,4744395743,,,12,25,JuanPGuanipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1260305464061026304,everyone,Twitter for Android,76,79,0.8834,Other,Dios,,,,,,2020-05-12T20:26:52+00:00,es,0,1,1,0,1260017037163692035,2879653337,@VBernabei @neliafique @AliasMalula En lo particular no creo en el tiempo d Dios.creo q Guaido le está cerrando las puertas yel oxígeno alREGIMEN.esos cuentos q inventan j.rodriguez y d.cabello se los creen ellos aquí el Régimen NO VA A PODER SUPERAR LA CRISIS y se sucederán cosas ala brevedad qseguro lo fracturan,0058b0cb7e695890,replied_to,1260297395168051200,,,,,,,,,,,,,,88,93,0.715,Person,Guaido,172,180,0.8069,Person,rodriguez,,,,,,,,,,,,,,,,,,,,,,0,10,VBernabei,188496165,,,11,22,neliafique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,35,AliasMalula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1259972005648048136,everyone,Twitter for Android,79,84,0.9861,Person,Maduro,,,,,,2020-05-11T22:21:49+00:00,es,1,0,2,0,1259972005648048136,142094294,"Miren como avanza el Socialismo del Siglo XXI. Lo más reciente en oxígeno para Maduro, todo el asunto de los últimos días y ahora lo de las corbetas colombianas. Estrategia cubana moviendo sus hilos.",015cbec154ca1c9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1259456802749546497,everyone,Twitter for Android,,,,,,,,,,,2020-05-10T12:14:36+00:00,es,0,0,0,0,1259456802749546497,253095655,Nos van a tener en cuarentena hasta diciembre para más oxígeno al régimen,01c93e351e3122fb,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1259298903788343296,everyone,Twitter for Android,,,,,,181,204,https://t.co/Mho5UXIAU8,https://twitter.com/joserioslugo/status/1259272203071340550,twitter.com/joserioslugo/s…,2020-05-10T01:47:09+00:00,es,3,0,3,0,1259298903788343296,54230793,"Cada día queda más claro quienes han Sido los verdaderos colaboracionistas del ""Régimen"".

Le acaban de dar una bombona de oxigeno como para 365 días más, mié tras el pueblo sufre. https://t.co/Mho5UXIAU8",01c93e351e3122fb,quoted,1259272203071340550,10,Person,Named people in the world like Nelson Mandela,1085232510924029952,Juan Guaido,35,Politician,"Politicians in the world, like Joe Biden",1085232510924029952,Juan Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Guaido,Juan Guaido,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1259257326487375874,everyone,Twitter for Android,,,,,,,,,,,2020-05-09T23:01:57+00:00,es,2,0,4,0,1259253343295324160,2361343301,"@DuglasPalmar2 Si, mientras el desgobierno se pueda beneficiar del oxígeno que le da el virus covid-19(por la escasez de gasolina). Extenderá la cuarentena hasta agosto, pero la verdad... Aquí hay que producir! Trabajar con todas las medidas...",0198c6f108778b40,replied_to,1259253343295324160,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,DuglasPalmar2,1046764010656460801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1258042282357460993,everyone,Twitter for Android,,,,,,,,,,,2020-05-06T14:33:48+00:00,es,0,0,0,0,1258042282357460993,132572387,"...La diaspora les dio oxigeno... y genero caos en otros paises, por sus dimensiones... hoy los pocos que retornan..., por la situacion mundial del virus chino, deben ser acogidos y protegidos por el bien de todos...",0058b0cb7e695890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1257806038880976896,everyone,Twitter for Android,,,,,,,,,,,2020-05-05T22:55:03+00:00,es,0,1,1,0,1257806027304689666,265612152,"Pero cuando el hierro en estado ferroso Fe(II) pierde por alguna razón ese electronsito pasa a su estado férrico Fe(III), y forma la metahemoglobina

En este estado esta molécula tiene mucho más afinidad por el oxígeno por lo que no lo libera, cual niño egoísta con sus juguetes",0165fd44316e9f7f,replied_to,1257806030823702530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265612152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1257806030823702530,everyone,Twitter for Android,,,,,,,,,,,2020-05-05T22:55:01+00:00,es,0,1,1,0,1257806027304689666,265612152,"La estructuras corresponden al grupo hemo de la conocida proteína hemoglobina. Encargada del trasporte reversible del oxígeno, desde los pulmones hasta los tejidos, y le da el color rojo característico a la sangre",0165fd44316e9f7f,replied_to,1257806027304689666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265612152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1257640260470792192,everyone,Twitter for Android,,,,,,279,302,https://t.co/whGERU89AF,https://twitter.com/Codehciu/status/1257640260470792192/photo/1,pic.twitter.com/whGERU89AF,2020-05-05T11:56:18+00:00,es,3,1,2,0,1257638837502828546,3773382736,"En 2016 al menos 400 personas con esta condición denunciaban la carencia de medicinas para atacar esta enfermedad, las cuales no fueron suministradas; los pacientes consumieron vasodilatadores, y con oxígeno perenne para evitar una insuficiencia cardíaca, vía @CronicaUno (4/7). https://t.co/whGERU89AF",01a74227630d48a8,replied_to,1257640250182119427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,271,CronicaUno,3773382736,,,,,,,,,,,,,,,,31257640253566877696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1257054861822214144,everyone,Twitter for Android,218,222,0.9876,Person,Trump,,,,,,2020-05-03T21:10:08+00:00,es,0,0,0,0,1256997035678609410,2209589166,@FabrizzioRivas5 @figueiracesar1 @CeballosIchaso @dcabellor Estos opositores hay que darle duro por mierdas ni un tanto de oxígeno para que respiren lo único que tienen en la cabeza es que lo va a salvar el demente de Trump pobre diablo.,01a74227630d48a8,replied_to,1257005507832922120,10,Person,Named people in the world like Nelson Mandela,799022225751871488,Donald Trump,10,Person,Named people in the world like Nelson Mandela,1138104384351399937,Diosdado Cabello R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,FabrizzioRivas5,1227742790135750659,US President Donald Trump,,17,32,figueiracesar1,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden",799022225751871488,Donald Trump,US President Donald Trump,35,Politician,"Politicians in the world, like Joe Biden",1138104384351399937,Diosdado Cabello R,,,,,,,33,48,CeballosIchaso,49,59,dcabellor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1256954593776406534,everyone,Instagram,,,,,,180,203,https://t.co/niAgUX7Acj,https://www.instagram.com/p/B_uqocVjPSx/?igshid=1mq460533qcv1,instagram.com/p/B_uqocVjPSx/…,2020-05-03T14:31:42+00:00,es,0,0,1,0,1256954593776406534,223657182,"Un Hijo Es VIDA
Un Hijo Es OXÍGENO 
Un Hijo Es FUERZA
Un Hijo Es AMOR
Un Hijo Es LUZ
Un Hijo Es Un PEDAZO DE CORAZÓN 
Un Hijo Te Dá Una
Razón Más Para
SOÑAR, AMAR Y VIVIR en Cinex https://t.co/niAgUX7Acj",015cbec154ca1c9c,,,,,,,,,,,,,Point,-66.85709413,10.49734907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1256769314939600896,everyone,Twitter for Android,15,20,0.9921,Person,Maduro,,,,,,2020-05-03T02:15:28+00:00,es,0,0,1,0,1256636094105477120,421846343,"@EAristeguieta Maduro se juega a Rosalinda en la elección presidencial americana, X eso quiere oxígeno hasta noviembre;  le compró la conciencia a un grupo d ""oposición boy's""  q apoya a Bien, cobraron 30 monedas de plata. tarde o temprano se le acabará la suerte a Maduro, ha hecho mucho daño!!",0058b0cb7e695890,replied_to,1256636094105477120,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,33,41,0.9679,Person,Rosalinda,266,271,0.9925,Person,Maduro,,,,,,,,,,,,,,,,,,,,,,0,14,EAristeguieta,1410380994,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1256736825013604354,everyone,Twitter for Android,72,87,0.5274,Person,Carlos José Lugo,,,,,,2020-05-03T00:06:22+00:00,es,0,0,0,0,1256736825013604354,1088163689860120576,"@NicolasMaduro 
Se necesita con urgencia  tratamiento en Pastillas para Carlos José Lugo  paciente con Glioblastoma Multiforme en región fronto-parietal derecha. Ayudanos por favor comunicarse con nosotros: 04242594818
Carbamazepina 200mg
Dexametasona 4mg
Sertralina 50mg",00ec4c32070f5076,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,,,,103,125,0.2489,Place,Glioblastoma Multiforme,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,NicolasMaduro,1252764865,President of Venezuela Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
