created_at,text
2021-04-13T22:54:38+00:00,"Qué horrible que en Venezuela todo está colapsado, los estados de la gente full de campañas gofoundme, gente pidiendo dinero y todxs conocemos al menos 1 persona que está grave por el virus pero el régimen dando los balances ique ""5 muertos por covid en el pais"" 😝😝😝"
2021-04-12T19:53:10+00:00,"Desde el #1Abr se han abierto 210 campañas de GoFoundMe para cubrir gastos médicos por covid-19. Hay campañas que buscan recaudar desde $2.000 hasta $100.000, en las cuales siempre se hace énfasis en la precaria situación hospitalaria de Venezuela https://t.co/92niOu75dH"
2021-04-09T14:42:17+00:00,Venezuela recurre a GoFoundMe para luchar contra el Covid-19 - https://t.co/gBVWf5yI90 #9Abr #venezuela #coronavirus @VozdeAmerica Redacción: @JoalexPinango https://t.co/nbtNW0S88z
2021-04-06T07:08:20+00:00,"My Twitter/Facebook feeds are full of GoFoundMe campaigns for #COVIDー19 treatments. In Venezuela the lack of a functional health system means that if you or your family member get severe Covid, you have to rely on the charity of others to have any chance to survive it. https://t.co/gr3uXdJTu3"
2021-04-05T17:46:05+00:00,"@Simonovis Con Razón eso explicaría que 👉 El Tweter en Venezuela está Lleno de Gofoundme, Gatitos, Perritos, COVID 😓😓😓 Hasta cuando Diooooosssss 😖 Ni una sola noticia importante.....😖😖😖"
2021-04-05T06:03:35+00:00,No quiero ver mas gofoundme de personas con covid en venezuela 🥺
2021-03-31T16:18:05+00:00,"Gracias a los que se pondrán de rodillas por Venezuela se irá el COVID y hasta el chavismo del país.

Pajúos, vayan a donar en los cientos de GoFoundMe que hay por ahí.

Mi hermano @ArgenisFC anda vendiendo rodilleras a 5$ para que no se dañen las rodillitas.

#TuitDeOdio"
2021-03-29T19:57:40+00:00,"Lo cierto es que nadie debería verse en la necesidad de hacer un GoFoundMe para pagar el tratamiento contra el Covid-19.

Que distinto sería si Venezuela (con la misma vehemencia con la vilipendian a iguales) exigieran vacunas contra el Covid-19 y un sistema de salud digno."
2021-03-29T15:12:22+00:00,"Es mi abuelito que está muy mal, si pueden ayudarme difundiendo lo agradecería eternamente 🙏🏻 #COVID19 #Venezuela #ayuda #gofoundme #COVID 

https://t.co/uww5LBnGfz https://t.co/XVTJjzFppJ"
2021-03-29T09:19:13+00:00,Ya no puedo ver más GoFoundMe y gente pidiendo oxigeno. Un año después y Venezuela de verdad está en su peor momento con el Covid. Da miedo en serio.
2021-03-28T19:02:38+00:00,"@JeanMary_ Que alguien me explique que otra manera hay para pedir disculpas??? En Venezuela es más la gente que muere de hambre que por chismes, dejen de ser tan pajuos que mientras ese chamo estaba haciendo un gofoundme la dictadura prohibió la entrada de las vacunas contra el covid."
2021-03-24T03:21:09+00:00,"El tema del covid en Venezuela es súper complejo. Cada vez más personas están acudiendo a la solidaridad de todo aquél que pueda donar (GoFoundMe), para poder cubrir los costos de su grave situación frente al virus.  A eso le sumamos las patologías previas al virus y su gravedad."
2021-03-01T13:05:51+00:00,"Si estás en venezuela, te la pasas rumbeando y no le paras bolas al covid. Ni se te OCURRA luego venir a sacar un Gofoundme, no sean PATÉTICOS."
2021-01-20T05:43:52+00:00,Qje cantidad de gofoundme pidiendo dinero para personas con covid aquí en Venezuela 💔
2020-12-27T18:17:40+00:00,"También hay que tener mucha cautela con esa solicitud de ayuda, de repente un vivo haga esa solicitud y hasta puede ser mentira que tenga covid- y quiera recolectar dinero para estafar incautos https://t.co/t2nWZVUWwD"
2020-10-25T09:24:45+00:00,"Yo no soy el más precavido del mundo con el COVID. Pero si tú estás en Venezuela y sabes lo ineficiente, caro y precario del sistema de salud. Coño mi loco, no te lances a una discoteca para que luego estés haciendo un GoFoundMe por las medicinas de los viejos de la casa."
2020-08-08T02:20:23+00:00,"Hola amigos, mi papá necesita de nuestra ayuda para seguir viviendo. Te dejo el enlace del #Gofoundme 
-&gt; https://t.co/QdvEFszAdW
#cancer #COVID__19 #7agosto #venezuela #ayuda #solidaridad #campaña #linfomadeburkitt https://t.co/lTPv5MaNnC"
2021-04-28T23:17:21+00:00,"Venezuela: el país donde el fiscal general quiere sacar provecho del caso de los 2 ""HUMORISTAS"" que pusieron en tela de juicio el gofoundme de un artista enfermo, pero no ha emitido declaración alguna respecto a las acusaciones ya virales y conocidas. https://t.co/mwmF9wHTlV"
2021-04-26T05:21:31+00:00,"@the_efosa Hi, I'm a desperate son loocking for help to make a cirugy for my mother. We are in Venezuela in The middle of The pandemic and comunist chaos. Please take a look our gofoundme campaign. https://t.co/LsoN99MNn5"
2021-04-19T05:30:00+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/Vmz7wU3wog."
2021-04-19T02:08:17+00:00,"Aún falta mucho, todavía los familiares de Anirt necesitan ayuda, son momentos muy fuertes para toda su familia

#Servicioupblico #RT #gofoundme #Venezuela 

En memoria de Anirt https://t.co/hVXOytHOyW"
2021-04-18T22:00:00+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/Vmz7wUl7MQ."
2021-04-18T08:30:00+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/Vmz7wU3wog."
2021-04-17T18:40:00+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/Vmz7wU3wog."
2021-04-16T17:50:00+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/Vmz7wUl7MQ."
2021-04-16T04:30:00+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/8sbH0pN3v3."
2021-04-16T01:50:00+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/Vmz7wU3wog."
2021-04-15T20:50:00+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/Vmz7wUl7MQ. https://t.co/5npVPHuxV3"
2021-04-15T16:41:41+00:00,"#VENEZUELAENELMUNDO | Es una realidad que, la plataforma GoFoundMe se ha convertido en un apoyo para los venezolanos, dentro y fuera de su país.

https://t.co/8sbH0pvsDv."
2021-04-12T19:53:10+00:00,"Desde el #1Abr se han abierto 210 campañas de GoFoundMe para cubrir gastos médicos por covid-19. Hay campañas que buscan recaudar desde $2.000 hasta $100.000, en las cuales siempre se hace énfasis en la precaria situación hospitalaria de Venezuela https://t.co/92niOu75dH"
2021-04-09T14:42:17+00:00,Venezuela recurre a GoFoundMe para luchar contra el Covid-19 - https://t.co/gBVWf5yI90 #9Abr #venezuela #coronavirus @VozdeAmerica Redacción: @JoalexPinango https://t.co/nbtNW0S88z
2021-04-07T12:37:58+00:00,La educación de este nuevo hijo del presidente Juan Guaidó requiere de un GoFoundMe para pagar el semestre de la #UCAB en $1500 dólares #Venezuela. https://t.co/aBqcQt7qtX
2021-04-06T07:08:20+00:00,"My Twitter/Facebook feeds are full of GoFoundMe campaigns for #COVIDー19 treatments. In Venezuela the lack of a functional health system means that if you or your family member get severe Covid, you have to rely on the charity of others to have any chance to survive it. https://t.co/gr3uXdJTu3"
2021-04-05T23:34:28+00:00,"Buenas noches, por favor los que puedan ayudar al Sr Carlos Falcón, que requiere una operación súper costosa, comparte esta campaña por favor. Muy agradecidos. #GoFoundMe #Venezuela #Cagua
 https://t.co/cIO2AZLMSS"
2021-04-03T21:20:20+00:00,Hagamos un GoFoundMe para pagarle a este becerro un pasaje pa venezuela y que lo dejen quesi en guasdualito https://t.co/HTsBXdmC4e
2021-04-01T04:08:52+00:00,https://t.co/46LAMlL83C ayuda para yulieth ! #RT #Caracas #Cancer #neuroblastoma #VenezuelaOraEnCasa #venezuela #AyudaHumanitaria #gofoundme #hospitalsanjuandedios #niñosconcancer #stopcancer
2021-03-29T15:12:22+00:00,"Es mi abuelito que está muy mal, si pueden ayudarme difundiendo lo agradecería eternamente 🙏🏻 #COVID19 #Venezuela #ayuda #gofoundme #COVID 

https://t.co/uww5LBnGfz https://t.co/XVTJjzFppJ"
2021-03-29T00:22:36+00:00,Antes de los #gofoundme en #Venezuela https://t.co/nUcQV24aYp
2021-03-28T23:51:32+00:00,"Cualquier donación es una bendición! 
Por favor ayudemos a mi tía ♥️🙏
Rt para llegar a más personas #Gofoundme #Venezuela
Ayudemos a mi Tía Marta https://t.co/gBmcvncrrn"
